,RaceName,Sex,AgeGroup,CountyName,CommunicationType,CampaignType,Count
4895,Caucasian,M,18-29,Keweenaw,call,lpv,11
4896,Caucasian,M,18-29,Keweenaw,text,lpv,13
4897,Caucasian,M,18-29,Lake,call,lpv,27
4898,Caucasian,M,18-29,Lake,text,lpv,48
4899,Caucasian,M,18-29,Lake,text,oakland,3
4901,Caucasian,M,18-29,Lapeer,call,lpv,804
4902,Caucasian,M,18-29,Lapeer,call,oakland,4
4903,Caucasian,M,18-29,Lapeer,mail,lpv,1
4904,Caucasian,M,18-29,Lapeer,mail,oakland,10
4905,Caucasian,M,18-29,Lapeer,phone,oakland,4
4907,Caucasian,M,18-29,Lapeer,postcards,lpv,9
4908,Caucasian,M,18-29,Lapeer,text,lpv,1549
4909,Caucasian,M,18-29,Lapeer,text,oakland,2
4911,Caucasian,M,18-29,Lapeer,text,scomi,9
4912,Caucasian,M,18-29,Leelanau,call,lpv,168
4913,Caucasian,M,18-29,Leelanau,mail,lpv,3
4914,Caucasian,M,18-29,Leelanau,mail,oakland,15
4915,Caucasian,M,18-29,Leelanau,postcards,lpv,3
4916,Caucasian,M,18-29,Leelanau,text,lpv,314
4917,Caucasian,M,18-29,Leelanau,text,oakland,7
4919,Caucasian,M,18-29,Leelanau,text,scomi,7
4920,Caucasian,M,18-29,Lenawee,call,lpv,759
4921,Caucasian,M,18-29,Lenawee,mail,lpv,77
4922,Caucasian,M,18-29,Lenawee,postcards,lpv,16
4923,Caucasian,M,18-29,Lenawee,text,lpv,1644
4924,Caucasian,M,18-29,Lenawee,text,scomi,15
4925,Caucasian,M,18-29,Livingston,call,lpv,2967
4926,Caucasian,M,18-29,Livingston,call,oakland,9
4927,Caucasian,M,18-29,Livingston,mail,lpv,59
4928,Caucasian,M,18-29,Livingston,mail,oakland,42
4929,Caucasian,M,18-29,Livingston,phone,oakland,12
4930,Caucasian,M,18-29,Livingston,postcards,lpv,32
4931,Caucasian,M,18-29,Livingston,text,lpv,6636
4932,Caucasian,M,18-29,Livingston,text,oakland,19
4934,Caucasian,M,18-29,Livingston,text,scomi,55
4935,Caucasian,M,18-29,Luce,call,lpv,22
4936,Caucasian,M,18-29,Luce,text,lpv,38
4937,Caucasian,M,18-29,Mackinac,call,lpv,27
4938,Caucasian,M,18-29,Mackinac,text,lpv,59
4939,Caucasian,M,18-29,Macomb,call,lpv,11179
4940,Caucasian,M,18-29,Macomb,call,oakland,4
4941,Caucasian,M,18-29,Macomb,mail,lpv,8739
4942,Caucasian,M,18-29,Macomb,mail,oakland,68
4944,Caucasian,M,18-29,Macomb,postcards,lpv,111
4945,Caucasian,M,18-29,Macomb,text,lpv,39879
4946,Caucasian,M,18-29,Macomb,text,oakland,79
4949,Caucasian,M,18-29,Macomb,text,scomi,2328
4950,Caucasian,M,18-29,Manistee,call,lpv,177
4951,Caucasian,M,18-29,Manistee,mail,lpv,8
4952,Caucasian,M,18-29,Manistee,text,lpv,399
4954,Caucasian,M,18-29,Manistee,text,scomi,8
4955,Caucasian,M,18-29,Marquette,call,lpv,833
4956,Caucasian,M,18-29,Marquette,mail,lpv,720
4957,Caucasian,M,18-29,Marquette,mail,oakland,1
4958,Caucasian,M,18-29,Marquette,postcards,lpv,16
4959,Caucasian,M,18-29,Marquette,text,lpv,3071
4960,Caucasian,M,18-29,Marquette,text,oakland,1
4961,Caucasian,M,18-29,Marquette,text,scomi,181
4962,Caucasian,M,18-29,Mason,call,lpv,183
4963,Caucasian,M,18-29,Mason,mail,lpv,10
4964,Caucasian,M,18-29,Mason,text,lpv,371
4965,Caucasian,M,18-29,Mecosta,call,lpv,324
4966,Caucasian,M,18-29,Mecosta,mail,lpv,4
4967,Caucasian,M,18-29,Mecosta,postcards,lpv,7
4968,Caucasian,M,18-29,Mecosta,text,lpv,670
4969,Caucasian,M,18-29,Mecosta,text,oakland,2
4971,Caucasian,M,18-29,Mecosta,text,scomi,16
4972,Caucasian,M,18-29,Menominee,call,lpv,118
4973,Caucasian,M,18-29,Menominee,mail,lpv,2
4974,Caucasian,M,18-29,Menominee,postcards,lpv,2
4975,Caucasian,M,18-29,Menominee,text,lpv,188
4977,Caucasian,M,18-29,Menominee,text,scomi,4
4978,Caucasian,M,18-29,Midland,call,lpv,748
4979,Caucasian,M,18-29,Midland,mail,lpv,40
4980,Caucasian,M,18-29,Midland,mail,oakland,1
4981,Caucasian,M,18-29,Midland,postcards,lpv,12
4982,Caucasian,M,18-29,Midland,text,lpv,1580
4983,Caucasian,M,18-29,Midland,text,scomi,25
4984,Caucasian,M,18-29,Missaukee,call,lpv,92
4985,Caucasian,M,18-29,Missaukee,mail,lpv,2
4986,Caucasian,M,18-29,Missaukee,postcards,lpv,5
4987,Caucasian,M,18-29,Missaukee,text,lpv,181
4989,Caucasian,M,18-29,Missaukee,text,scomi,4
4990,Caucasian,M,18-29,Monroe,call,lpv,1759
4991,Caucasian,M,18-29,Monroe,mail,lpv,28
4992,Caucasian,M,18-29,Monroe,postcards,lpv,20
4993,Caucasian,M,18-29,Monroe,text,lpv,3873
4994,Caucasian,M,18-29,Monroe,text,scomi,42
4995,Caucasian,M,18-29,Montcalm,call,lpv,482
4996,Caucasian,M,18-29,Montcalm,mail,lpv,4
4997,Caucasian,M,18-29,Montcalm,postcards,lpv,5
4998,Caucasian,M,18-29,Montcalm,text,lpv,925
4999,Caucasian,M,18-29,Montcalm,text,scomi,11
5000,Caucasian,M,18-29,Montmorency,call,lpv,35
5001,Caucasian,M,18-29,Montmorency,text,lpv,60
5002,Caucasian,M,18-29,Montmorency,text,scomi,2
5003,Caucasian,M,18-29,Muskegon,call,lpv,1290
5004,Caucasian,M,18-29,Muskegon,mail,lpv,359
5005,Caucasian,M,18-29,Muskegon,postcards,lpv,15
5006,Caucasian,M,18-29,Muskegon,text,lpv,3930
5007,Caucasian,M,18-29,Muskegon,text,oakland,2
5008,Caucasian,M,18-29,Muskegon,text,scomi,120
5009,Caucasian,M,18-29,Newaygo,call,lpv,327
5010,Caucasian,M,18-29,Newaygo,call,oakland,6
5011,Caucasian,M,18-29,Newaygo,mail,lpv,5
5012,Caucasian,M,18-29,Newaygo,mail,oakland,18
5013,Caucasian,M,18-29,Newaygo,phone,oakland,6
5015,Caucasian,M,18-29,Newaygo,postcards,lpv,4
5016,Caucasian,M,18-29,Newaygo,text,lpv,663
5017,Caucasian,M,18-29,Newaygo,text,scomi,6
5018,Caucasian,M,18-29,Oakland,call,lpv,349
5019,Caucasian,M,18-29,Oakland,call,oakland,1196
5020,Caucasian,M,18-29,Oakland,mail,lpv,5590
5021,Caucasian,M,18-29,Oakland,mail,oakland,16302
5022,Caucasian,M,18-29,Oakland,phone,oakland,1439
5024,Caucasian,M,18-29,Oakland,postcards,lpv,487
5025,Caucasian,M,18-29,Oakland,text,lpv,24988
5026,Caucasian,M,18-29,Oakland,text,oakland,18016
5029,Caucasian,M,18-29,Oakland,text,scomi,612
5030,Caucasian,M,18-29,Oceana,call,lpv,108
5031,Caucasian,M,18-29,Oceana,mail,lpv,1
5032,Caucasian,M,18-29,Oceana,postcards,lpv,3
5033,Caucasian,M,18-29,Oceana,text,lpv,207
5034,Caucasian,M,18-29,Oceana,text,scomi,7
5035,Caucasian,M,18-29,Ogemaw,call,lpv,118
5036,Caucasian,M,18-29,Ogemaw,mail,lpv,1
5037,Caucasian,M,18-29,Ogemaw,text,lpv,223
5038,Caucasian,M,18-29,Ogemaw,text,scomi,2
5039,Caucasian,M,18-29,Ontonagon,call,lpv,9
5040,Caucasian,M,18-29,Ontonagon,text,lpv,10
5041,Caucasian,M,18-29,Osceola,call,lpv,87
5042,Caucasian,M,18-29,Osceola,postcards,lpv,2
5043,Caucasian,M,18-29,Osceola,text,lpv,191
5044,Caucasian,M,18-29,Osceola,text,scomi,1
5045,Caucasian,M,18-29,Oscoda,call,lpv,36
5046,Caucasian,M,18-29,Oscoda,mail,lpv,4
5047,Caucasian,M,18-29,Oscoda,text,lpv,70
5048,Caucasian,M,18-29,Oscoda,text,scomi,2
5049,Caucasian,M,18-29,Otsego,call,lpv,233
5050,Caucasian,M,18-29,Otsego,mail,lpv,9
5051,Caucasian,M,18-29,Otsego,postcards,lpv,3
5052,Caucasian,M,18-29,Otsego,text,lpv,470
5053,Caucasian,M,18-29,Otsego,text,scomi,2
5054,Caucasian,M,18-29,Ottawa,call,lpv,3722
5055,Caucasian,M,18-29,Ottawa,call,oakland,6
5056,Caucasian,M,18-29,Ottawa,mail,lpv,1696
5057,Caucasian,M,18-29,Ottawa,mail,oakland,18
5058,Caucasian,M,18-29,Ottawa,phone,oakland,6
5060,Caucasian,M,18-29,Ottawa,postcards,lpv,48
5061,Caucasian,M,18-29,Ottawa,text,lpv,9541
5062,Caucasian,M,18-29,Ottawa,text,oakland,3
5065,Caucasian,M,18-29,Ottawa,text,scomi,260
5066,Caucasian,M,18-29,Presque Isle,call,lpv,79
5067,Caucasian,M,18-29,Presque Isle,text,lpv,147
5068,Caucasian,M,18-29,Presque Isle,text,scomi,2
5069,Caucasian,M,18-29,Roscommon,call,lpv,103
5070,Caucasian,M,18-29,Roscommon,mail,lpv,4
5071,Caucasian,M,18-29,Roscommon,postcards,lpv,5
5072,Caucasian,M,18-29,Roscommon,text,lpv,225
5073,Caucasian,M,18-29,Saginaw,call,lpv,1758
5074,Caucasian,M,18-29,Saginaw,mail,lpv,403
5075,Caucasian,M,18-29,Saginaw,mail,oakland,16
5076,Caucasian,M,18-29,Saginaw,postcards,lpv,28
5077,Caucasian,M,18-29,Saginaw,text,lpv,5144
5078,Caucasian,M,18-29,Saginaw,text,oakland,10
5080,Caucasian,M,18-29,Saginaw,text,scomi,139
5081,Caucasian,M,18-29,Sanilac,call,lpv,307
5082,Caucasian,M,18-29,Sanilac,mail,lpv,5
5083,Caucasian,M,18-29,Sanilac,postcards,lpv,3
5084,Caucasian,M,18-29,Sanilac,text,lpv,636
5085,Caucasian,M,18-29,Sanilac,text,scomi,7
5086,Caucasian,M,18-29,Schoolcraft,call,lpv,22
5087,Caucasian,M,18-29,Schoolcraft,mail,lpv,1
5088,Caucasian,M,18-29,Schoolcraft,text,lpv,41
5090,Caucasian,M,18-29,Schoolcraft,text,scomi,2
5091,Caucasian,M,18-29,Shiawassee,call,lpv,642
5092,Caucasian,M,18-29,Shiawassee,mail,lpv,19
5093,Caucasian,M,18-29,Shiawassee,postcards,lpv,5
5094,Caucasian,M,18-29,Shiawassee,text,lpv,1358
5095,Caucasian,M,18-29,Shiawassee,text,oakland,5
5097,Caucasian,M,18-29,Shiawassee,text,scomi,18
5098,Caucasian,M,18-29,St. Clair,call,lpv,1900
5099,Caucasian,M,18-29,St. Clair,mail,lpv,783
5100,Caucasian,M,18-29,St. Clair,mail,oakland,6
5101,Caucasian,M,18-29,St. Clair,postcards,lpv,30
5102,Caucasian,M,18-29,St. Clair,text,lpv,5986
5103,Caucasian,M,18-29,St. Clair,text,oakland,5
5105,Caucasian,M,18-29,St. Clair,text,scomi,287
5106,Caucasian,M,18-29,St. Joseph,call,lpv,287
5107,Caucasian,M,18-29,St. Joseph,mail,lpv,1
5108,Caucasian,M,18-29,St. Joseph,text,lpv,575
5109,Caucasian,M,18-29,St. Joseph,text,scomi,2
5110,Caucasian,M,18-29,Tuscola,call,lpv,381
5111,Caucasian,M,18-29,Tuscola,mail,lpv,8
5112,Caucasian,M,18-29,Tuscola,text,lpv,697
5113,Caucasian,M,18-29,Tuscola,text,scomi,15
5114,Caucasian,M,18-29,Van Buren,call,lpv,523
5115,Caucasian,M,18-29,Van Buren,mail,lpv,26
5116,Caucasian,M,18-29,Van Buren,postcards,lpv,9
5117,Caucasian,M,18-29,Van Buren,text,lpv,1080
5118,Caucasian,M,18-29,Van Buren,text,scomi,8
5119,Caucasian,M,18-29,Washtenaw,call,lpv,6468
5120,Caucasian,M,18-29,Washtenaw,mail,lpv,6957
5121,Caucasian,M,18-29,Washtenaw,mail,oakland,63
5122,Caucasian,M,18-29,Washtenaw,postcards,lpv,118
5123,Caucasian,M,18-29,Washtenaw,text,lpv,27450
5124,Caucasian,M,18-29,Washtenaw,text,oakland,20
5127,Caucasian,M,18-29,Washtenaw,text,scomi,1609
5128,Caucasian,M,18-29,Wayne,call,lpv,14188
5129,Caucasian,M,18-29,Wayne,call,oakland,5
5130,Caucasian,M,18-29,Wayne,mail,lpv,9549
5131,Caucasian,M,18-29,Wayne,mail,oakland,102
5132,Caucasian,M,18-29,Wayne,phone,oakland,5
5134,Caucasian,M,18-29,Wayne,postcards,lpv,205
5135,Caucasian,M,18-29,Wayne,text,lpv,56198
5136,Caucasian,M,18-29,Wayne,text,oakland,77
5139,Caucasian,M,18-29,Wayne,text,scomi,3551
5140,Caucasian,M,18-29,Wexford,call,lpv,219
5141,Caucasian,M,18-29,Wexford,mail,lpv,6
5142,Caucasian,M,18-29,Wexford,postcards,lpv,4
5143,Caucasian,M,18-29,Wexford,text,lpv,452
5144,Caucasian,M,18-29,Wexford,text,scomi,4
5145,Caucasian,M,30-44,Alcona,call,lpv,62
5146,Caucasian,M,30-44,Alcona,mail,lpv,6
5147,Caucasian,M,30-44,Alcona,text,lpv,118
5148,Caucasian,M,30-44,Alger,call,lpv,65
5149,Caucasian,M,30-44,Alger,postcards,lpv,4
5150,Caucasian,M,30-44,Alger,text,lpv,144
5151,Caucasian,M,30-44,Allegan,call,lpv,1513
5152,Caucasian,M,30-44,Allegan,call,oakland,6
5153,Caucasian,M,30-44,Allegan,mail,lpv,242
5154,Caucasian,M,30-44,Allegan,mail,oakland,18
5155,Caucasian,M,30-44,Allegan,phone,oakland,6
5157,Caucasian,M,30-44,Allegan,postcards,lpv,9
5158,Caucasian,M,30-44,Allegan,text,lpv,3293
5161,Caucasian,M,30-44,Allegan,text,scomi,65
5162,Caucasian,M,30-44,Alpena,call,lpv,338
5163,Caucasian,M,30-44,Alpena,mail,lpv,1
5164,Caucasian,M,30-44,Alpena,postcards,lpv,2
5165,Caucasian,M,30-44,Alpena,text,lpv,684
5166,Caucasian,M,30-44,Alpena,text,scomi,5
5167,Caucasian,M,30-44,Antrim,call,lpv,243
5168,Caucasian,M,30-44,Antrim,mail,lpv,6
5169,Caucasian,M,30-44,Antrim,postcards,lpv,4
5170,Caucasian,M,30-44,Antrim,text,lpv,510
5171,Caucasian,M,30-44,Antrim,text,oakland,4
5172,Caucasian,M,30-44,Antrim,text,scomi,2
5173,Caucasian,M,30-44,Arenac,call,lpv,135
5174,Caucasian,M,30-44,Arenac,mail,lpv,7
5175,Caucasian,M,30-44,Arenac,postcards,lpv,4
5176,Caucasian,M,30-44,Arenac,text,lpv,294
5177,Caucasian,M,30-44,Arenac,text,oakland,1
5178,Caucasian,M,30-44,Arenac,text,scomi,10
5179,Caucasian,M,30-44,Baraga,call,lpv,45
5180,Caucasian,M,30-44,Baraga,postcards,lpv,1
5181,Caucasian,M,30-44,Baraga,text,lpv,97
5182,Caucasian,M,30-44,Barry,call,lpv,809
5183,Caucasian,M,30-44,Barry,mail,lpv,10
5184,Caucasian,M,30-44,Barry,postcards,lpv,14
5185,Caucasian,M,30-44,Barry,text,lpv,1623
5186,Caucasian,M,30-44,Barry,text,scomi,7
5187,Caucasian,M,30-44,Bay,call,lpv,1521
5188,Caucasian,M,30-44,Bay,mail,lpv,808
5189,Caucasian,M,30-44,Bay,postcards,lpv,14
5190,Caucasian,M,30-44,Bay,text,lpv,5636
5191,Caucasian,M,30-44,Bay,text,oakland,3
5194,Caucasian,M,30-44,Bay,text,scomi,501
5195,Caucasian,M,30-44,Benzie,call,lpv,218
5196,Caucasian,M,30-44,Benzie,text,lpv,492
5198,Caucasian,M,30-44,Benzie,text,scomi,1
5199,Caucasian,M,30-44,Berrien,call,lpv,1513
5200,Caucasian,M,30-44,Berrien,mail,lpv,207
5201,Caucasian,M,30-44,Berrien,mail,oakland,3
5202,Caucasian,M,30-44,Berrien,postcards,lpv,43
5203,Caucasian,M,30-44,Berrien,text,lpv,4294
5204,Caucasian,M,30-44,Berrien,text,oakland,3
5206,Caucasian,M,30-44,Berrien,text,scomi,107
5207,Caucasian,M,30-44,Branch,call,lpv,390
5208,Caucasian,M,30-44,Branch,mail,lpv,1
5209,Caucasian,M,30-44,Branch,postcards,lpv,4
5210,Caucasian,M,30-44,Branch,text,lpv,765
5211,Caucasian,M,30-44,Branch,text,scomi,5
5212,Caucasian,M,30-44,Calhoun,call,lpv,1432
5213,Caucasian,M,30-44,Calhoun,mail,lpv,887
5214,Caucasian,M,30-44,Calhoun,postcards,lpv,9
5215,Caucasian,M,30-44,Calhoun,text,lpv,6551
5216,Caucasian,M,30-44,Calhoun,text,oakland,1
5218,Caucasian,M,30-44,Calhoun,text,scomi,532
5219,Caucasian,M,30-44,Cass,call,lpv,408
5220,Caucasian,M,30-44,Cass,mail,lpv,2
5221,Caucasian,M,30-44,Cass,postcards,lpv,10
5222,Caucasian,M,30-44,Cass,text,lpv,914
5223,Caucasian,M,30-44,Cass,text,scomi,6
5224,Caucasian,M,30-44,Charlevoix,call,lpv,357
5225,Caucasian,M,30-44,Charlevoix,mail,lpv,3
5226,Caucasian,M,30-44,Charlevoix,mail,oakland,2
5227,Caucasian,M,30-44,Charlevoix,postcards,lpv,1
5228,Caucasian,M,30-44,Charlevoix,text,lpv,777
5231,Caucasian,M,30-44,Charlevoix,text,scomi,3
5232,Caucasian,M,30-44,Cheboygan,call,lpv,220
5233,Caucasian,M,30-44,Cheboygan,postcards,lpv,3
5234,Caucasian,M,30-44,Cheboygan,text,lpv,503
5236,Caucasian,M,30-44,Cheboygan,text,scomi,4
5237,Caucasian,M,30-44,Chippewa,call,lpv,310
5238,Caucasian,M,30-44,Chippewa,mail,lpv,3
5239,Caucasian,M,30-44,Chippewa,postcards,lpv,6
5240,Caucasian,M,30-44,Chippewa,text,lpv,704
5241,Caucasian,M,30-44,Chippewa,text,scomi,4
5242,Caucasian,M,30-44,Clare,call,lpv,224
5243,Caucasian,M,30-44,Clare,mail,lpv,7
5244,Caucasian,M,30-44,Clare,mail,oakland,2
5245,Caucasian,M,30-44,Clare,postcards,lpv,4
5246,Caucasian,M,30-44,Clare,text,lpv,460
5247,Caucasian,M,30-44,Clare,text,oakland,3
5249,Caucasian,M,30-44,Clare,text,scomi,3
5250,Caucasian,M,30-44,Clinton,call,lpv,1177
5251,Caucasian,M,30-44,Clinton,mail,lpv,120
5252,Caucasian,M,30-44,Clinton,postcards,lpv,9
5253,Caucasian,M,30-44,Clinton,text,lpv,2936
5255,Caucasian,M,30-44,Clinton,text,scomi,57
5256,Caucasian,M,30-44,Crawford,call,lpv,117
5257,Caucasian,M,30-44,Crawford,mail,oakland,1
5258,Caucasian,M,30-44,Crawford,postcards,lpv,4
5259,Caucasian,M,30-44,Crawford,text,lpv,250
5261,Caucasian,M,30-44,Crawford,text,scomi,2
5262,Caucasian,M,30-44,Delta,call,lpv,356
5263,Caucasian,M,30-44,Delta,mail,lpv,2
5264,Caucasian,M,30-44,Delta,postcards,lpv,15
5265,Caucasian,M,30-44,Delta,text,lpv,826
5266,Caucasian,M,30-44,Delta,text,scomi,4
5267,Caucasian,M,30-44,Dickinson,call,lpv,276
5268,Caucasian,M,30-44,Dickinson,mail,lpv,8
5269,Caucasian,M,30-44,Dickinson,postcards,lpv,6
5270,Caucasian,M,30-44,Dickinson,text,lpv,576
5271,Caucasian,M,30-44,Dickinson,text,scomi,8
5272,Caucasian,M,30-44,Eaton,call,lpv,1440
5273,Caucasian,M,30-44,Eaton,mail,lpv,80
5274,Caucasian,M,30-44,Eaton,postcards,lpv,15
5275,Caucasian,M,30-44,Eaton,text,lpv,3949
5277,Caucasian,M,30-44,Eaton,text,scomi,74
5278,Caucasian,M,30-44,Emmet,call,lpv,423
5279,Caucasian,M,30-44,Emmet,mail,lpv,16
5280,Caucasian,M,30-44,Emmet,mail,oakland,3
5282,Caucasian,M,30-44,Emmet,postcards,lpv,12
5283,Caucasian,M,30-44,Emmet,text,lpv,980
5286,Caucasian,M,30-44,Emmet,text,scomi,8
5287,Caucasian,M,30-44,Genesee,call,lpv,4738
5288,Caucasian,M,30-44,Genesee,mail,lpv,1385
5289,Caucasian,M,30-44,Genesee,mail,oakland,30
5290,Caucasian,M,30-44,Genesee,phone,oakland,4
5292,Caucasian,M,30-44,Genesee,postcards,lpv,79
5293,Caucasian,M,30-44,Genesee,text,lpv,17416
5294,Caucasian,M,30-44,Genesee,text,oakland,61
5297,Caucasian,M,30-44,Genesee,text,scomi,1051
5298,Caucasian,M,30-44,Gladwin,call,lpv,188
5299,Caucasian,M,30-44,Gladwin,mail,lpv,4
5300,Caucasian,M,30-44,Gladwin,postcards,lpv,4
5301,Caucasian,M,30-44,Gladwin,text,lpv,379
5303,Caucasian,M,30-44,Gladwin,text,scomi,3
5304,Caucasian,M,30-44,Gogebic,call,lpv,162
5305,Caucasian,M,30-44,Gogebic,postcards,lpv,1
5306,Caucasian,M,30-44,Gogebic,text,lpv,390
5307,Caucasian,M,30-44,Gogebic,text,scomi,1
5308,Caucasian,M,30-44,Grand Traverse,call,lpv,1236
5309,Caucasian,M,30-44,Grand Traverse,mail,lpv,22
5310,Caucasian,M,30-44,Grand Traverse,postcards,lpv,25
5311,Caucasian,M,30-44,Grand Traverse,text,lpv,3139
5312,Caucasian,M,30-44,Grand Traverse,text,oakland,5
5315,Caucasian,M,30-44,Grand Traverse,text,scomi,34
5316,Caucasian,M,30-44,Gratiot,call,lpv,388
5317,Caucasian,M,30-44,Gratiot,mail,lpv,7
5318,Caucasian,M,30-44,Gratiot,postcards,lpv,4
5319,Caucasian,M,30-44,Gratiot,text,lpv,800
5320,Caucasian,M,30-44,Gratiot,text,scomi,5
5321,Caucasian,M,30-44,Hillsdale,call,lpv,357
5322,Caucasian,M,30-44,Hillsdale,postcards,lpv,7
5323,Caucasian,M,30-44,Hillsdale,text,lpv,721
5325,Caucasian,M,30-44,Hillsdale,text,scomi,4
5326,Caucasian,M,30-44,Houghton,call,lpv,378
5327,Caucasian,M,30-44,Houghton,mail,lpv,4
5328,Caucasian,M,30-44,Houghton,postcards,lpv,10
5329,Caucasian,M,30-44,Houghton,text,lpv,815
5331,Caucasian,M,30-44,Houghton,text,scomi,2
5332,Caucasian,M,30-44,Huron,call,lpv,304
5333,Caucasian,M,30-44,Huron,mail,lpv,7
5334,Caucasian,M,30-44,Huron,postcards,lpv,7
5335,Caucasian,M,30-44,Huron,text,lpv,651
5336,Caucasian,M,30-44,Huron,text,oakland,2
5338,Caucasian,M,30-44,Huron,text,scomi,7
5339,Caucasian,M,30-44,Ingham,call,lpv,3768
5340,Caucasian,M,30-44,Ingham,mail,lpv,3350
5341,Caucasian,M,30-44,Ingham,mail,oakland,4
5343,Caucasian,M,30-44,Ingham,postcards,lpv,83
5344,Caucasian,M,30-44,Ingham,text,lpv,20697
5345,Caucasian,M,30-44,Ingham,text,oakland,6
5347,Caucasian,M,30-44,Ingham,text,scomi,1871
5348,Caucasian,M,30-44,Ionia,call,lpv,760
5349,Caucasian,M,30-44,Ionia,mail,lpv,10
5350,Caucasian,M,30-44,Ionia,postcards,lpv,10
5351,Caucasian,M,30-44,Ionia,text,lpv,1771
5353,Caucasian,M,30-44,Ionia,text,scomi,12
5354,Caucasian,M,30-44,Iosco,call,lpv,244
5355,Caucasian,M,30-44,Iosco,postcards,lpv,6
5356,Caucasian,M,30-44,Iosco,text,lpv,518
5357,Caucasian,M,30-44,Iosco,text,scomi,1
5358,Caucasian,M,30-44,Iron,call,lpv,91
5359,Caucasian,M,30-44,Iron,postcards,lpv,7
5360,Caucasian,M,30-44,Iron,text,lpv,201
5361,Caucasian,M,30-44,Iron,text,scomi,1
5362,Caucasian,M,30-44,Isabella,call,lpv,731
5363,Caucasian,M,30-44,Isabella,mail,lpv,397
5364,Caucasian,M,30-44,Isabella,postcards,lpv,13
5365,Caucasian,M,30-44,Isabella,text,lpv,2949
5367,Caucasian,M,30-44,Isabella,text,scomi,231
5368,Caucasian,M,30-44,Jackson,call,lpv,1808
5369,Caucasian,M,30-44,Jackson,mail,lpv,23
5370,Caucasian,M,30-44,Jackson,mail,oakland,1
5371,Caucasian,M,30-44,Jackson,postcards,lpv,23
5372,Caucasian,M,30-44,Jackson,text,lpv,4221
5374,Caucasian,M,30-44,Jackson,text,scomi,32
5375,Caucasian,M,30-44,Kalamazoo,call,lpv,3980
5376,Caucasian,M,30-44,Kalamazoo,mail,lpv,2443
5377,Caucasian,M,30-44,Kalamazoo,mail,oakland,17
5378,Caucasian,M,30-44,Kalamazoo,postcards,lpv,60
5379,Caucasian,M,30-44,Kalamazoo,text,lpv,17684
5380,Caucasian,M,30-44,Kalamazoo,text,oakland,11
5382,Caucasian,M,30-44,Kalamazoo,text,scomi,1338
5383,Caucasian,M,30-44,Kalkaska,call,lpv,200
5384,Caucasian,M,30-44,Kalkaska,postcards,lpv,2
5385,Caucasian,M,30-44,Kalkaska,text,lpv,373
5386,Caucasian,M,30-44,Kalkaska,text,oakland,4
5387,Caucasian,M,30-44,Kent,call,lpv,11279
5388,Caucasian,M,30-44,Kent,mail,lpv,7387
5389,Caucasian,M,30-44,Kent,mail,oakland,21
5390,Caucasian,M,30-44,Kent,postcards,lpv,117
5391,Caucasian,M,30-44,Kent,text,lpv,39139
5392,Caucasian,M,30-44,Kent,text,oakland,5
5395,Caucasian,M,30-44,Kent,text,scomi,2742
5396,Caucasian,M,30-44,Keweenaw,call,lpv,11
5397,Caucasian,M,30-44,Keweenaw,text,lpv,18
5398,Caucasian,M,30-44,Keweenaw,text,oakland,2
5400,Caucasian,M,30-44,Keweenaw,text,scomi,1
5401,Caucasian,M,30-44,Lake,call,lpv,57
5402,Caucasian,M,30-44,Lake,postcards,lpv,2
5403,Caucasian,M,30-44,Lake,text,lpv,140
5404,Caucasian,M,30-44,Lake,text,scomi,1
5405,Caucasian,M,30-44,Lapeer,call,lpv,1106
5406,Caucasian,M,30-44,Lapeer,mail,lpv,14
5407,Caucasian,M,30-44,Lapeer,mail,oakland,1
5408,Caucasian,M,30-44,Lapeer,postcards,lpv,2
5409,Caucasian,M,30-44,Lapeer,text,lpv,2328
5410,Caucasian,M,30-44,Lapeer,text,oakland,9
5413,Caucasian,M,30-44,Lapeer,text,scomi,10
5414,Caucasian,M,30-44,Leelanau,call,lpv,216
5415,Caucasian,M,30-44,Leelanau,mail,lpv,16
5416,Caucasian,M,30-44,Leelanau,postcards,lpv,12
5417,Caucasian,M,30-44,Leelanau,text,lpv,650
5418,Caucasian,M,30-44,Leelanau,text,oakland,3
5420,Caucasian,M,30-44,Leelanau,text,scomi,6
5421,Caucasian,M,30-44,Lenawee,call,lpv,1259
5422,Caucasian,M,30-44,Lenawee,mail,lpv,147
5423,Caucasian,M,30-44,Lenawee,postcards,lpv,17
5424,Caucasian,M,30-44,Lenawee,text,lpv,3179
5426,Caucasian,M,30-44,Lenawee,text,scomi,54
5427,Caucasian,M,30-44,Livingston,call,lpv,2978
5428,Caucasian,M,30-44,Livingston,mail,lpv,50
5429,Caucasian,M,30-44,Livingston,mail,oakland,23
5430,Caucasian,M,30-44,Livingston,phone,oakland,4
5432,Caucasian,M,30-44,Livingston,postcards,lpv,49
5433,Caucasian,M,30-44,Livingston,text,lpv,7204
5434,Caucasian,M,30-44,Livingston,text,oakland,38
5437,Caucasian,M,30-44,Livingston,text,scomi,56
5438,Caucasian,M,30-44,Luce,call,lpv,44
5439,Caucasian,M,30-44,Luce,text,lpv,89
5440,Caucasian,M,30-44,Luce,text,scomi,3
5441,Caucasian,M,30-44,Mackinac,call,lpv,87
5442,Caucasian,M,30-44,Mackinac,text,lpv,208
5444,Caucasian,M,30-44,Macomb,call,lpv,12181
